行号,国家,日期,事件名称,URL,可访问,HTTP状态码,备注,来源分类,域名,权威性
523,South Korea,2023-08,US-Japan-South Korea Camp David summit criticizes China,https://kr.usembassy.gov/081923-the-spirit-of-camp-david-joint-statement-of-japan-the-republic-of-korea-and-the-united-states/,是,200,可访问,政府机构,kr.usembassy.gov,其他
524,South Korea,2024-05,Bilateral meeting on sidelines of Korea-Japan-China trilateral summit,https://www.gov.cn/yaowen/liebiao/202405/content_6953892.htm,是,200,可访问,中国政府网,gov.cn,官方/政府
525,South Korea,2024-06,First vice-ministerial China-ROK 2+2 diplomatic and security dialogue,https://www.mofa.go.kr/eng/brd/m_5674/view.do?seq=321026,是,200,可访问,韩国外交部,mofa.go.kr,官方/政府
526,South Korea,2024-11,Xi-Yoon Meeting on sidelines of APEC Summit in Lima,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676524/sbgx_676528/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
527,South Korea,2025-02,Xi meets Korean National Assembly Speaker Woo at Harbin Asian Winter Games opening,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676524/sbgx_676528/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
528,South Korea,2025-02,NPC Chairman Zhao Leji meets visiting Korean National Assembly Speaker Woo Won-shik,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676524/sbgx_676528/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
529,South Korea,2025-06,Xi phone call with President Lee Jae-myung,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676524/sbgx_676528/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
530,South Korea,2025-09,Korean National Assembly Speaker Woo visits China for WWII 80th anniversary,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676524/sbgx_676528/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
531,South Korea,2025-10,Xi state visit to South Korea,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676524/sbgx_676528/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
532,Spain,2005-07,Official visit to China,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679810/sbgx_679814/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
533,Spain,2005-11,State visit to Spain,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679810/sbgx_679814/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
534,Spain,2005-11,China-Spain comprehensive strategic partnership established,https://www.chinadaily.com.cn/english/doc/2005-11/15/content_494590.htm,是,200,可访问,中国日报,chinadaily.com.cn,官方媒体
535,Spain,2007-06,State visit to China,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679810/sbgx_679814/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
536,Spain,2009-01,Joint statement on deepening comprehensive strategic partnership,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/3265_665445/3356_664772/3357_664774/202406/t20240611_11423506.html,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
537,Spain,2009-01,Official visit to Spain,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679810/sbgx_679814/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
538,Spain,2014-09,China-Spain business deals worth over $4 billion signed,http://english.www.gov.cn/premier/news/2014/09/30/content_281474990792075.htm,是,200,可访问,中国政府网,english.www.gov.cn,官方/政府
539,Spain,2014-09,Official visit to China,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679810/sbgx_679814/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
540,Spain,2014-11,Yiwu-Madrid China-Europe freight train launched,https://english.news.cn/20241118/1803855481f74a2a99880df878342dc7/c.html,是,200,可访问,新华社,english.news.cn,官方媒体
541,Spain,2018-11,State visit to Spain,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679810/sbgx_679814/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
542,Spain,2020-03,China sends COVID-19 medical aid to Spain,http://www.xinhuanet.com/english/2020-03/16/c_138880854.htm,是,200,可访问,新华社,xinhuanet.com,官方媒体
543,Spain,2022-04,Spain passes 5G cybersecurity law enabling Huawei/ZTE restrictions,https://www.lamoncloa.gob.es/lang/en/gobierno/news/paginas/2022/20220428_cybersecurity-law.aspx,是,200,可访问,其他来源,lamoncloa.gob.es,待确认
544,Spain,2022-11,Bilateral meeting on sidelines of G20 summit,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679810/sbgx_679814/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
545,Spain,2023-03,Official visit to China,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679810/sbgx_679814/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
546,Spain,2023-03,50th anniversary of China-Spain diplomatic relations,https://www.mfa.gov.cn/eng/gjhdq_665435/3265_665445/3356_664772/3358_664776/202303/t20230309_11038242.html,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
547,Spain,2024-09,Official visit to China,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679810/sbgx_679814/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
548,Spain,2025-04,Official visit to China,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679810/sbgx_679814/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
549,Spain,2025-04,China-Spain Action Plan 2025-2028 released,https://www.mfa.gov.cn/zyxw/202504/t20250411_11593710.shtml,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
550,Spain,2025-11,State visit to China,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679810/sbgx_679814/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
551,Thailand,2003-04,Premier Wen Jiabao visits Thailand for China-ASEAN SARS special meeting,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676932/sbgx_676936/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
552,Thailand,2003-10,China-Thailand Early Harvest FTA on fruits and vegetables takes effect,https://fta.mofcom.gov.cn/topic/chinaasean.shtml,否,404,HTTP 404 页面不存在,商务部,fta.mofcom.gov.cn,官方/政府
553,Thailand,2004-04,Joint Statement on China-Thailand Cooperation Plan for the 21st Century,https://www.ewadirect.com/proceedings/lnep/article/view/12105/pdf,是,200,重定向至: https://lnep.ewapub.com/article/view/12105.pdf,EWA Publishing(学术),ewadirect.com,其他
554,Thailand,2005-07,Thai Prime Minister Thaksin Shinawatra official visit to China,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676932/sbgx_676936/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
555,Thailand,2009-06,Thai Prime Minister Abhisit Vejjajiva official visit to China,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676932/sbgx_676936/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
556,Thailand,2011-10,China donates flood relief aid to Thailand,http://www.chinadaily.com.cn/china/2011-10/08/content_13851996.htm,是,200,可访问,中国日报,chinadaily.com.cn,官方媒体
557,Thailand,2012-04,"Thai Prime Minister Yingluck Shinawatra visits China, comprehensive strategic partnership established",https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676932/sbgx_676936/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
558,Thailand,2012-11,Chinese Premier Wen Jiabao official visit to Thailand,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676932/sbgx_676936/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
559,Thailand,2013-10,Chinese Premier Li Keqiang official visit to Thailand,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676932/sbgx_676936/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
560,Thailand,2014-12,China-Thailand railway cooperation MoU signed,http://www.chinadaily.com.cn/world/2014livisitkst/2014-12/20/content_19133622.htm,是,200,可访问,中国日报,chinadaily.com.cn,官方媒体
561,Thailand,2015-12,China-Thailand railway project launching ceremony held,https://english.www.gov.cn/news/international_exchanges/2015/12/19/content_281475256870402.htm,是,200,重定向至: https://english.www.gov.cn/,中国政府网,english.www.gov.cn,官方/政府
562,Thailand,2017-04,Thailand approves purchase of Chinese S26T submarine,https://www.iseas.edu.sg/articles-commentaries/iseas-perspective/2024-22-thailands-submarine-saga-reaches-a-climax-in-march-by-paul-chambers-and-termsak-chalermpalanupap,是,200,可访问,ISEAS(学术),iseas.edu.sg,学术
563,Thailand,2017-09,"Thai Prime Minister Prayut Chan-o-cha visits China, BRI MoU signed",https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676932/sbgx_676936/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
564,Thailand,2019-11,Chinese President Xi Jinping state visit to Thailand,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676932/sbgx_676936/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
565,Thailand,2020-04,COVID-19 pandemic travel restrictions disrupt China-Thailand tourism,https://webunwto.s3.eu-west-1.amazonaws.com/s3fs-public/2020-04/TravelRestrictions_0.pdf,是,200,可访问,其他来源,webunwto.s3.eu-west-1.amazonaws.com,待确认
566,Thailand,2021-02,First batch of China's Sinovac COVID-19 vaccines arrives in Thailand,https://th.china-embassy.gov.cn/eng/gdxw/202102/t20210225_10148727.htm,是,200,可访问,中国驻外使领馆,th.china-embassy.gov.cn,官方/政府
567,Thailand,2022-11,Chinese President Xi Jinping visits Thailand for APEC Economic Leaders' Meeting and state visit,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676932/sbgx_676936/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
568,Thailand,2023-09,Thailand announces five-month visa exemption for Chinese tourists,https://e.vnexpress.net/news/travel/thailand-to-offer-five-month-visa-exemption-for-chinese-tourists-4652738.html,是,200,可访问,越南快讯,e.vnexpress.net,其他
569,Thailand,2023-10,Thai Prime Minister Srettha Thavisin official visit to China and Belt and Road Forum,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676932/sbgx_676936/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
570,Thailand,2023-10,Thailand postpones Chinese S26T submarine project over engine dispute,https://www.janes.com/osint-insights/defence-and-national-security-analysis/post/china-scrambles-to-sell-submarine-as-thailand-dithers,是,200,重定向至: https://www.janes.com/defence-intelligence-insights/defence-and-national-securit,简氏防务,janes.com,其他
571,Thailand,2024-01,China-Thailand mutual visa exemption agreement signed,https://cs.mfa.gov.cn/gyls/lsgz/fwxx/202401/t20240129_11234802.shtml,是,200,可访问,中国外交部,cs.mfa.gov.cn,官方/政府
572,Thailand,2025-02,50th anniversary joint statement on China-Thailand community with shared future,https://www.gov.cn/yaowen/liebiao/202502/content_7002811.htm,是,200,可访问,中国政府网,gov.cn,官方/政府
573,United Arab Emirates,2008-04,China-UAE criminal judicial assistance treaty signed,http://www.china.org.cn/china/national/2008-12/28/content_17021919.htm,是,200,可访问,中国网,china.org.cn,官方媒体
574,United Arab Emirates,2009-08,State visit to China,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676234/sbgx_676238/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
575,United Arab Emirates,2012-01,China-UAE strategic partnership established,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676234/sbgx_676238/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
576,United Arab Emirates,2012-03,State visit to China,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676234/sbgx_676238/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
577,United Arab Emirates,2015-12,Central banks renew currency swap and sign RMB clearing MOU,http://www.xinhuanet.com/english/2018-07/18/c_137333379.htm,是,200,可访问,新华社,xinhuanet.com,官方媒体
578,United Arab Emirates,2015-12,State visit to China,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676234/sbgx_676238/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
579,United Arab Emirates,2017-02,CNPC awarded 8% stake in Abu Dhabi onshore oil concession,https://www.chinadaily.com.cn/a/201803/23/WS5ab46d52a3105cdcf6513ce2.html,是,200,可访问,中国日报,chinadaily.com.cn,官方媒体
580,United Arab Emirates,2017-12,China-UAE comprehensive mutual visa exemption arrangement reached,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676234/sbgx_676238/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
581,United Arab Emirates,2018-03,CNPC acquires 10% stakes in two Abu Dhabi offshore concessions,https://www.chinadaily.com.cn/a/201803/23/WS5ab46d52a3105cdcf6513ce2.html,是,200,可访问,中国日报,chinadaily.com.cn,官方媒体
582,United Arab Emirates,2018-07,State visit to UAE,https://www.mfa.gov.cn/eng/zy/jj/2018zt/xgswfcxjxgjmlqs/202406/t20240606_11380518.html,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
583,United Arab Emirates,2019-04,US raises security concerns over UAE Huawei 5G contract,https://www.tbsnews.net/international/us-flags-huawei-5g-network-security-concerns-gulf-allies,是,200,可访问,孟加拉国新闻,tbsnews.net,其他
584,United Arab Emirates,2019-07,State visit to China,https://english.www.gov.cn/news/topnews/201907/22/content_WS5d35b11ac6d00d362f668b28.html,是,200,可访问,中国政府网,english.www.gov.cn,官方/政府
585,United Arab Emirates,2020-06,Sinopharm COVID-19 vaccine phase 3 clinical trial launched in UAE,https://u.ae/en/information-and-services/health-and-fitness/handling-the-covid-19-outbreak/scientific-research-on-prevention-and-treatment-of-covid-19,是,200,可访问,其他来源,u.ae,待确认
586,United Arab Emirates,2022-02,Visit to China for Beijing Winter Olympics opening ceremony,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676234/sbgx_676238/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
587,United Arab Emirates,2023-07,Falcon Shield-2023 China-UAE air force joint training,http://www.mod.gov.cn/gfbw/qwfb/16241119.html,是,200,可访问,国防部,mod.gov.cn,官方/政府
588,United Arab Emirates,2024-05,State visit to China,https://www.khaleejtimes.com/world/asia/uae-president-arrives-in-beijing-for-state-visit-to-china,否,403,HTTP 403 禁止访问(可能需要特殊权限),海湾时报,khaleejtimes.com,其他
589,United Arab Emirates,2024-09,Official visit to UAE,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676234/sbgx_676238/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
590,United Arab Emirates,2024-11,40th anniversary of China-UAE diplomatic relations,https://ir.china-embassy.gov.cn/eng/zyxw/202411/t20241111_11524644.htm,是,200,可访问,中国驻外使领馆,ir.china-embassy.gov.cn,官方/政府
591,United Kingdom,2003-07,Blair Visits China,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/oz_678770/1206_679906/sbgx_679910/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
592,United Kingdom,2004-05,UK-China Comprehensive Strategic Partnership established,https://www.fmprc.gov.cn/eng/gjhdq_665435/3265_665445/3371_664802/,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
593,United Kingdom,2004-05,Official visit to the United Kingdom,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/oz_678770/1206_679906/sbgx_679910/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
594,United Kingdom,2005-11,State visit to the United Kingdom,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/oz_678770/1206_679906/sbgx_679910/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
595,United Kingdom,2006-09,Official visit to the United Kingdom by Chinese Premier Wen Jiabao,http://www.china.org.cn/english/2006/Sep/181021.htm,是,200,可访问,中国网,china.org.cn,官方媒体
596,United Kingdom,2008-01,Brown Visits China,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/oz_678770/1206_679906/sbgx_679910/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
597,United Kingdom,2008-04,First UK-China Economic and Financial Dialogue held,https://www.chinadaily.com.cn/china/2008-04/16/content_6620017.htm,是,200,可访问,中国日报,chinadaily.com.cn,官方媒体
598,United Kingdom,2009-04,Meeting on sidelines of G20 summit in London,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/oz_678770/1206_679906/sbgx_679910/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
599,United Kingdom,2010-11,Cameron First Visit,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/oz_678770/1206_679906/sbgx_679910/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
600,United Kingdom,2011-06,Official visit to the United Kingdom,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/oz_678770/1206_679906/sbgx_679910/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
601,United Kingdom,2012-04,China-UK High-Level People-to-People Exchange Mechanism launched,https://link.springer.com/article/10.1007/s41111-025-00322-1,是,200,重定向至: https://link.springer.com/article/10.1007/s41111-025-00322-1?error=cookies_not_s,施普林格(学术),link.springer.com,学术
602,United Kingdom,2013-06,Bank of England and PBOC sign sterling/RMB currency swap line,https://www.bankofengland.co.uk/news/2021/november/peoples-bank-of-china-swap-line,是,200,可访问,其他来源,bankofengland.co.uk,待确认
603,United Kingdom,2013-12,Official visit to China,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/oz_678770/1206_679906/sbgx_679910/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
604,United Kingdom,2014-06,Official visit to the United Kingdom,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/oz_678770/1206_679906/sbgx_679910/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
605,United Kingdom,2015-03,UK joins AIIB as founding member,https://www.gov.uk/government/news/uk-announces-plans-to-join-asian-infrastructure-investment-bank,是,200,可访问,英国政府,gov.uk,官方/政府
606,United Kingdom,2015-10,Xi State Visit to UK,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/oz_678770/1206_679906/sbgx_679910/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
607,United Kingdom,2016-09,UK government approves Hinkley Point C nuclear project with CGN investment,https://www.gov.uk/government/collections/hinkley-point-c,是,200,可访问,英国政府,gov.uk,官方/政府
608,United Kingdom,2016-09,Meeting on sidelines of G20 summit in Hangzhou,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/oz_678770/1206_679906/sbgx_679910/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
609,United Kingdom,2018-01,Official visit to China,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/oz_678770/1206_679906/sbgx_679910/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
610,United Kingdom,2019-06,Meeting on sidelines of G20 summit in Osaka,http://www.xinhuanet.com/english/2019-06/29/c_138182388.htm,否,404,HTTP 404 页面不存在,新华社,xinhuanet.com,官方媒体
611,United Kingdom,2019-06,Hong Kong extradition bill protests begin,https://www.bbc.com/news/world-asia-china-49317695,否,0,连接超时,BBC(权威),bbc.com,权威国际媒体
612,United Kingdom,2020-06,Hong Kong National Security Law enacted,https://www.bbc.com/news/world-asia-china-53245899,否,0,连接超时,BBC(权威),bbc.com,权威国际媒体
613,United Kingdom,2020-07,UK bans Huawei 5G,https://publications.parliament.uk/pa/cm5801/cmselect/cmdfence/201/report-summary.html,否,403,HTTP 403 禁止访问(可能需要特殊权限),英国议会,publications.parliament.uk,其他
614,United Kingdom,2021-01,UK opens BNO visa route for Hong Kong residents,https://www.chinadaily.com.cn/a/202101/30/WS6014c8fca31024ad0baa6307.html,是,200,可访问,中国日报,chinadaily.com.cn,官方媒体
615,United Kingdom,2021-03,UK sanctions Chinese officials over Xinjiang; China retaliates,https://www.mfa.gov.cn/eng/xw/fyrbt/fyrbt/202405/t20240530_11349691.html,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
616,United Kingdom,2021-10,Phone call between Chinese President Xi Jinping and UK Prime Minister Boris Johnson,https://www.gov.uk/government/news/pm-call-with-president-xi-jinping-of-china-29-october-2021,否,404,HTTP 404 页面不存在,英国政府,gov.uk,官方/政府
617,United Kingdom,2022-11,UK buys out CGN from Sizewell C nuclear project,https://www.reuters.com/business/energy/uk-pays-about-100-mln-buy-chinas-cgn-out-sizewell-nuclear-project-2022-11-29/,否,0,连接超时,路透社(权威),reuters.com,权威国际媒体
618,United Kingdom,2022-11,Meeting on sidelines of G20 summit in Bali,https://www.bbc.com/news/uk-politics-63640958,否,0,连接超时,BBC(权威),bbc.com,权威国际媒体
619,United Kingdom,2023-03,Integrated Review Refresh labels China 'epoch-defining challenge',https://www.gov.uk/government/publications/integrated-review-refresh-2023-responding-to-a-more-contested-and-volatile-world,是,200,可访问,英国政府,gov.uk,官方/政府
620,United Kingdom,2024-08,Xi-Starmer phone call,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/oz_678770/1206_679906/sbgx_679910/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
621,United Kingdom,2024-11,Meeting on sidelines of G20 summit in Rio de Janeiro,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/oz_678770/1206_679906/sbgx_679910/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
622,United States,2002-02,Working visit to China,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
623,United States,2002-10,Working visit to the United States,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
624,United States,2003-06,Bilateral meeting on sidelines of G8 Summit,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
625,United States,2003-10,Bilateral meeting on sidelines of APEC Summit,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
626,United States,2004-11,Bilateral meeting on sidelines of APEC Summit,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
627,United States,2005-09,Bilateral meeting on sidelines of UN Summit,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
628,United States,2005-11,Official visit to China,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
629,United States,2006-04,State visit to the United States,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
630,United States,2006-11,Bilateral meeting on sidelines of APEC Summit,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
631,United States,2007-09,Bilateral meeting on sidelines of APEC Summit,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
632,United States,2008-07,Bilateral meeting on sidelines of G8 Summit,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
633,United States,2008-09,Financial Crisis Cooperation,https://www.fmprc.gov.cn/eng/xw/zyjh/202405/t20240530_11340030.html,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
634,United States,2008-11,Bilateral meeting on sidelines of APEC Summit,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
635,United States,2009-04,Bilateral meeting on sidelines of G20 Summit,https://www.gov.cn/xinwen/2018-12/02/content_5345261.htm,是,200,可访问,中国政府网,gov.cn,官方/政府
636,United States,2009-09,Bilateral meeting on sidelines of G20 Summit,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
637,United States,2009-11,State visit to China,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
638,United States,2010-06,Bilateral meeting on sidelines of G20 Summit,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
639,United States,2010-11,Bilateral meeting on sidelines of G20 Summit,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
640,United States,2011-01,State visit to the United States,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
641,United States,2011-10,Pivot to Asia announced,https://2009-2017.state.gov/secretary/20092013clinton/rm/2011/10/175215.htm,是,200,可访问,美国国务院,2009-2017.state.gov,官方/政府
642,United States,2011-11,Bilateral meeting on sidelines of APEC Summit,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
643,United States,2012-03,Bilateral meeting on sidelines of Nuclear Security Summit,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
644,United States,2012-06,Bilateral meeting on sidelines of G20 Summit,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
645,United States,2013-06,Sunnylands Summit,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
646,United States,2013-09,Bilateral meeting on sidelines of G20 Summit,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
647,United States,2014-11,State visit to China,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
648,United States,2015-09,State visit to the United States,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
